Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Match Report
2019-11-23,13:00 ,La Liga,Matchweek 14,Sat,Away,W,2,1,Leganés,798,733,65,12,2,191,23,13,6,4,1,1,558,161,79,246,468,26,36,15,685,1,14,7,29,Match Report
2019-11-27,21:00 ,Champions Lg,Group stage,Wed,Home,W,3,1,de Dortmund,632,601,31,6,6,120,14,7,1,0,0,1,498,92,42,251,332,18,16,11,554,2,8,16,10,Match Report
2019-12-01,21:00 ,La Liga,Matchweek 15,Sun,Away,W,1,0,Atlético Madrid,724,678,46,15,1,95,18,5,5,2,2,0,561,102,61,238,430,22,18,10,634,1,11,16,10,Match Report
2019-12-07,21:00 ,La Liga,Matchweek 16,Sat,Home,W,5,2,Mallorca,746,706,40,10,17,73,13,18,8,4,2,0,523,138,85,300,407,18,12,7,674,2,1,8,8,Match Report
2019-12-10,21:00 ,Champions Lg,Group stage,Tue,Away,W,2,1,it Inter,716,671,45,16,2,157,19,4,3,0,3,0,500,135,81,293,366,22,14,13,613,1,11,16,12,Match Report
2019-12-14,16:00 ,La Liga,Matchweek 17,Sat,Away,D,2,2,Real Sociedad,541,498,43,8,10,72,13,9,5,3,2,0,336,102,103,197,298,15,15,9,461,1,8,2,14,Match Report
2019-12-18,20:00 ,La Liga,Matchweek 10,Wed,Home,D,0,0,Real Madrid,609,564,45,18,1,122,9,6,2,2,0,0,467,72,70,223,346,12,15,13,533,1,6,9,15,Match Report
2019-12-21,16:00 ,La Liga,Matchweek 18,Sat,Home,W,4,1,Alavés,805,775,30,9,9,119,22,15,3,1,0,0,556,151,98,359,396,19,13,12,721,7,12,8,11,Match Report
2020-01-04,21:00 ,La Liga,Matchweek 19,Sat,Away,D,2,2,Espanyol,750,703,47,16,1,151,22,11,5,2,0,0,556,113,81,249,451,19,14,4,673,0,4,18,12,Match Report
2020-01-09,20:00 ,Supercopa de España,Semi-finals,Thu,Home,L,2,3,Atlético Madrid,,,,,,,,22,,,,,,,,,,,,,,,,,,Match Report
2020-01-19,21:00 ,La Liga,Matchweek 20,Sun,Home,W,1,0,Granada,1028,987,41,17,3,173,7,9,7,2,0,0,878,97,53,358,626,18,13,7,943,1,5,6,22,Match Report
2020-01-22,19:00 ,Copa del Rey,Round of 32,Wed,Away,W,2,1,UD Ibiza,,,,,,,,12,,,,,,,,,,,,,,,,,,Match Report
2020-01-25,16:00 ,La Liga,Matchweek 21,Sat,Away,L,0,2,Valencia,877,842,35,12,0,70,12,11,0,0,0,0,721,111,45,280,558,12,18,8,814,0,3,11,8,Match Report
2020-01-30,19:00 ,Copa del Rey,Round of 16,Thu,Home,W,5,0,Leganés,,,,,,,,6,,,,,,,,,,,,,,,,,,Match Report
2020-02-02,21:00 ,La Liga,Matchweek 22,Sun,Home,W,2,1,Levante,783,735,48,13,5,90,15,10,8,4,0,0,618,76,89,291,456,9,15,7,705,1,3,7,15,Match Report
2020-02-06,21:00 ,Copa del Rey,Quarter-finals,Thu,Away,L,0,1,Athletic Club,,,,,,,,6,,,,,,,,,,,,,,,,,,Match Report
2020-02-09,21:00 ,La Liga,Matchweek 23,Sun,Away,W,3,2,Betis,746,696,50,24,2,27,21,7,8,4,2,0,556,100,90,340,372,6,13,9,670,4,4,11,12,Match Report
2020-02-15,16:00 ,La Liga,Matchweek 24,Sat,Home,W,2,1,Getafe,718,657,61,31,3,161,6,2,2,0,0,0,525,98,95,228,434,23,16,4,620,3,7,21,9,Match Report
2020-02-22,16:00 ,La Liga,Matchweek 25,Sat,Home,W,5,0,Eibar,746,692,54,22,3,53,21,6,5,1,0,1,526,108,112,254,436,18,20,11,638,7,5,28,19,Match Report
2020-02-25,21:00 ,Champions Lg,Round of 16,Tue,Away,D,1,1,it Napoli,836,804,32,8,2,133,17,11,1,1,0,0,656,102,78,271,516,16,19,7,751,2,11,6,15,Match Report
2020-03-01,21:00 ,La Liga,Matchweek 26,Sun,Away,L,0,2,Real Madrid,684,638,46,16,4,129,10,10,2,1,1,0,569,70,45,258,396,6,14,8,604,0,5,18,14,Match Report
2020-03-07,18:30 ,La Liga,Matchweek 27,Sat,Home,W,1,0,Real Sociedad,564,526,38,11,0,126,6,7,4,3,0,0,408,63,93,211,301,30,12,5,467,3,8,5,14,Match Report
2020-06-13,22:00 ,La Liga,Matchweek 28,Sat,Away,W,4,0,Mallorca,738,698,40,18,5,63,9,10,3,0,2,0,550,100,88,211,486,13,11,9,662,2,9,10,11,Match Report
2020-06-16,22:00 ,La Liga,Matchweek 29,Tue,Home,W,2,0,Leganés,899,861,38,15,1,129,22,6,3,1,0,0,726,97,76,348,504,15,17,8,819,2,7,15,11,Match Report
2020-06-19,22:00 ,La Liga,Matchweek 30,Fri,Away,D,0,0,Sevilla,770,723,47,16,1,96,19,17,9,7,1,0,584,88,98,287,430,20,17,7,660,1,8,12,14,Match Report
2020-06-23,22:00 ,La Liga,Matchweek 31,Tue,Home,W,1,0,Athletic Club,828,776,52,14,1,91,13,7,6,4,1,0,633,94,101,304,449,28,25,9,715,2,7,11,16,Match Report
2020-06-27,17:00 ,La Liga,Matchweek 32,Sat,Away,D,2,2,Celta Vigo,685,636,49,20,0,66,16,11,8,4,2,0,485,98,102,240,394,21,17,5,600,0,7,17,8,Match Report
2020-06-30,22:00 ,La Liga,Matchweek 33,Tue,Home,D,2,2,Atlético Madrid,798,758,40,14,2,106,15,11,3,3,0,0,600,127,71,252,509,11,13,6,731,0,9,6,11,Match Report
2020-07-05,22:00 ,La Liga,Matchweek 34,Sun,Away,W,4,1,Villarreal,855,823,32,10,6,91,20,8,6,1,1,0,662,108,85,375,435,20,10,7,785,3,3,6,10,Match Report
2020-07-08,22:00 ,La Liga,Matchweek 35,Wed,Home,W,1,0,Espanyol,859,815,44,11,0,112,17,13,6,3,0,1,703,78,78,355,445,18,19,11,769,3,3,11,18,Match Report
2020-07-11,19:30 ,La Liga,Matchweek 36,Sat,Away,W,1,0,Valladolid,753,713,40,13,2,99,15,5,5,2,0,0,586,90,77,253,453,21,13,8,664,0,5,13,22,Match Report
2020-07-16,21:00 ,La Liga,Matchweek 37,Thu,Home,L,1,2,Osasuna,869,821,48,10,1,106,28,11,10,6,1,0,665,117,87,279,528,19,20,11,773,2,5,16,13,Match Report
2020-07-19,17:00 ,La Liga,Matchweek 38,Sun,Away,W,5,0,Alavés,792,755,37,18,6,86,12,9,1,0,0,0,616,107,69,241,514,15,11,4,724,2,5,8,12,Match Report
2020-08-08,21:00 ,Champions Lg,Round of 16,Sat,Home,W,3,1,it Napoli,620,583,37,19,1,38,3,5,2,2,0,0,504,46,70,234,354,12,9,9,559,0,5,3,9,Match Report
2020-08-14,20:00 ,Champions Lg,Quarter-finals,Fri,Neutral,L,2,8,de Bayern Munich,485,425,60,24,2,89,15,8,6,2,2,0,357,45,83,179,271,10,10,11,407,4,5,7,9,Match Report
